Line	Elapsed	Date	Experiment	EGFP_untreated_1	EGFP_untreated_2	EGFP_untreated_3	EGFP_DOX_1	EGFP_DOX_2	EGFP_DOX_3	Ptf1a_untreated_1	Ptf1a_untreated_2	Ptf1a_untreated_3	Ptf1a_DOX_1	Ptf1a_DOX_2	Ptf1a_DOX_3
12910	60	171204	2	38.01872	44.35559	39.72622	52.88759	40.02477	55.77113	43.1464	35.97068	44.14861	10.98022	16.20993	20.06241
12910	62	171204	2	42.15514	49.10023	44.16796	57.27749	43.854	61.93199	47.49976	38.81762	48.50346	11.90225	17.27222	21.84778
12910	64	171204	2	46.12111	54.09435	48.64339	63.11877	47.30002	68.13657	52.38268	41.76474	53.64353	13.37747	18.87395	22.39915
12910	66	171204	2	50.95733	58.16087	53.05802	68.34628	51.48961	74.03108	56.11557	45.7823	57.18998	13.57959	20.18509	25.24266
12910	68	171204	2	55.49583	63.34706	57.75784	73.01056	55.02621	80.20917	60.26401	50.13595	61.51041	14.50759	22.31687	27.72922
12910	70	171204	2	60.31139	68.61017	62.42846	77.90291	59.40559	85.62178	65.34966	54.05861	65.31094	16.1983	23.88735	28.77376
12910	72	171204	2	65.353	73.05528	66.71101	82.07996	63.57531	89.93849	70.17348	58.27535	68.8951	17.75402	25.28604	31.63044
12910	0	171207	3	5.715385	5.011917	6.861497	8.159571	8.340276	8.831303	6.607262	4.3215	4.886267	5.510887	6.598834	7.172442
12910	2	171207	3	6.363909	5.729236	7.909792	9.056423	9.044401	9.622086	7.690648	5.188404	5.478523	6.442999	7.534848	7.908377
12910	4	171207	3	6.925807	6.288269	8.179881	9.631721	9.633621	10.17635	8.191898	5.886524	5.799694	6.635582	7.693931	7.925577
12910	6	171207	3	6.905705	6.651227	8.958093	10.35888	10.32327	10.44143	8.576861	6.196258	5.918988	6.049161	7.951344	8.272617
12910	8	171207	3	7.368308	6.903599	9.343295	11.49222	10.70703	11.64374	9.361255	6.033586	6.637966	6.659344	8.371913	8.609086
12910	10	171207	3	8.087873	7.215752	9.793739	12.04355	11.34391	12.38982	10.13173	6.366497	6.878833	7.222904	8.574754	8.965897
12910	12	171207	3	7.976521	7.691167	10.99791	12.84832	12.03467	12.99503	9.878565	6.52627	7.116904	7.13376	8.743127	9.123117
12910	14	171207	3	8.352158	8.252758	11.04118	13.86912	12.28662	13.88352	10.49738	6.779124	7.241931	7.154413	9.083328	9.115034
12910	16	171207	3	8.736566	8.556725	12.157	15.00784	13.42865	15.24111	10.86666	6.904222	7.615774	7.264415	9.392822	9.53229
12910	18	171207	3	9.729224	8.768719	12.69358	15.85823	14.33169	16.71726	12.28324	7.153446	8.230618	7.434757	9.278637	9.510667
12910	20	171207	3	10.2887	9.470119	14.02029	17.49002	16.14607	18.15711	13.28653	7.420667	8.854996	7.892455	9.888614	10.37629
12910	22	171207	3	11.15968	10.57119	15.81585	19.19941	17.69376	18.95246	14.56078	8.395604	9.013077	8.008884	10.2733	10.75573
12910	24	171207	3	11.9076	11.21885	16.75667	20.81108	19.22324	21.51325	15.66607	8.620032	9.737613	8.793173	10.96921	11.28277
12910	26	171207	3	12.87798	11.70141	18.09456	22.59248	20.49492	23.80502	17.37117	9.05117	10.8342	8.81448	11.24699	11.65361
12910	28	171207	3	14.0425	12.60503	19.21694	25.38501	22.84099	26.26326	18.6612	9.628303	11.96866	9.440966	11.78475	12.33031
12910	30	171207	3	15.56286	14.01728	21.10483	28.47517	24.60598	28.81524	20.9834	10.63601	13.05737	9.693129	12.54341	13.01693
12910	32	171207	3	17.06633	15.03468	23.65305	31.78727	27.2544	31.80765	22.60703	10.90573	13.99522	10.4999	13.78391	14.02723
12910	34	171207	3	18.18388	16.76775	25.66933	34.66059	29.38747	35.51158	24.53857	12.57408	15.14347	11.19864	14.56927	15.4426
12910	36	171207	3	20.18649	18.30822	26.98554	37.76238	31.62584	39.78988	27.77644	13.01928	17.23692	12.66499	15.70022	16.03469
12910	38	171207	3	22.693	20.33238	30.37204	42.34105	35.5436	44.03051	29.9342	14.50655	18.69684	13.90154	17.64215	17.37738
12910	40	171207	3	25.38288	22.18884	33.12192	46.42045	39.90533	48.42463	33.40813	15.72902	20.5048	15.73993	19.16335	18.40627
12910	42	171207	3	27.55176	24.77028	36.23051	51.25014	43.72051	53.2852	35.76788	17.37251	22.85691	17.47872	21.04532	19.45457
12910	44	171207	3	30.54148	26.79418	39.7021	55.50267	47.70858	58.51844	39.18391	18.95726	25.11721	18.55302	23.56093	20.5985
12910	46	171207	3	34.32571	30.01363	42.61311	60.72796	52.42454	63.60267	43.43487	21.40752	27.64716	20.91373	26.07033	23.10092
12910	48	171207	3	37.98912	33.25081	46.91908	66.00412	57.45765	70.51441	47.47163	24.34547	30.92575	22.54842	27.30184	25.50825
12910	50	171207	3	40.82576	36.38037	51.14889	71.08872	62.39334	76.68077	50.99886	26.23707	33.63493	24.66442	29.60605	27.34649
12910	52	171207	3	44.3102	40.54629	54.66616	77.297	68.06502	82.41805	55.32156	28.78429	37.1491	26.61923	31.54813	28.54313
12910	54	171207	3	49.78201	44.53255	58.75295	82.92921	72.94027	87.46833	59.80804	32.68871	41.25279	29.02136	34.27099	30.6398
12910	56	171207	3	55.25244	48.98301	63.07268	88.13782	78.68895	91.72198	64.11805	36.1623	45.82891	31.9362	38.03373	34.41825
12910	58	171207	3	60.12942	54.38617	68.22947	92.36976	84.33627	95.48239	69.57419	40.92168	50.04272	34.9655	40.69723	37.89159
12910	60	171207	3	65.34975	60.32801	73.56746	95.9673	89.45644	97.85165	73.65659	44.10922	54.49993	38.30476	44.23259	40.21896
12910	62	171207	3	70.13273	65.85316	78.63896	98.29686	93.34193	99.43513	78.04242	48.14057	60.43518	40.69476	47.2337	43.31332
12910	64	171207	3	74.49165	73.44889	84.1282	99.20493	96.15382	99.93444	82.10617	53.02676	67.95032	43.99913	51.14645	48.54611
12910	66	171207	3	79.24369	79.57042	88.44897	99.77698	98.24029	100	86.49794	56.96444	73.93902	47.69383	53.81688	51.43784
12910	68	171207	3	84.09728	84.32227	91.72336	99.97281	99.22289	99.98418	89.81114	61.50253	79.65785	51.35736	55.98742	55.02778
12910	70	171207	3	88.51022	88.64071	94.16206	99.97133	99.89137	99.97388	92.30735	66.82245	84.79723	54.72194	59.26904	60.39238
12962	0	180120	1	7.326066	7.542341	6.507239	6.014039	4.737233	7.207291	9.83646	8.766853	9.382322	6.834829	6.63648	7.174583
12962	2	180120	1	8.476666	8.584495	6.885567	6.166521	5.733483	7.788256	10.97438	9.740997	9.945292	7.473993	6.979374	7.896807
12962	4	180120	1	8.861972	9.385983	7.776304	7.468191	6.261155	8.848569	11.88964	10.53023	10.62586	8.349531	7.343305	8.373986
12962	6	180120	1	9.793773	9.66695	8.221086	8.47632	6.580012	9.299774	12.31598	10.91802	11.60643	9.006274	7.772818	8.732315
12962	8	180120	1	9.719931	10.12544	8.54595	8.4375	6.828273	9.650407	13.14479	10.81061	12.54514	9.528246	7.89418	8.943377
12962	10	180120	1	10.19949	10.35024	9.18594	8.803258	6.806441	10.14164	13.8399	11.92411	12.64513	9.591002	7.936353	8.774902
12962	12	180120	1	10.38327	11.46776	9.807001	8.64017	7.567659	10.93222	14.19575	12.43945	12.7216	10.05699	7.772781	9.371511
12962	14	180120	1	10.39574	11.80278	10.28197	9.274324	7.414035	10.92793	15.31347	12.39732	13.13612	10.00764	8.163443	9.704425
12962	16	180120	1	12.01402	12.21917	10.56487	9.311312	7.796268	11.52702	16.57849	13.02412	14.23868	10.95156	7.999248	9.803959
12962	18	180120	1	12.38689	12.50431	10.61585	9.773774	8.547504	12.13593	17.51916	13.83703	15.3824	11.04664	8.345387	9.892206
12962	20	180120	1	13.20364	12.48643	10.98181	10.12782	8.40082	12.93321	18.32749	14.5584	16.1175	11.76772	8.287018	10.10576
12962	22	180120	1	13.9707	13.01893	11.46838	10.37049	9.036322	13.89952	19.36249	15.19852	16.55345	12.502	8.804018	10.69912
12962	24	180120	1	14.85024	13.26384	11.9363	10.57519	9.300327	14.92647	20.89639	16.12904	18.00332	13.92749	9.220581	10.8553
12962	26	180120	1	15.24998	13.84584	12.75278	11.25359	9.993679	15.10368	22.44036	17.37103	18.40548	13.77438	9.897526	12.08993
12962	28	180120	1	16.61683	15.29188	13.31064	11.46932	10.50163	15.79884	23.26857	19.45312	19.79273	14.94367	10.96637	12.61605
12962	30	180120	1	17.69711	15.888	14.21861	11.98359	11.60709	16.62059	25.41006	19.77173	20.94528	15.9607	11.37534	13.17508
12962	32	180120	1	18.57468	17.14249	15.62865	13.84118	12.00241	17.17445	27.01677	21.1364	21.88018	15.98419	12.11276	14.30171
12962	34	180120	1	20.07671	17.87263	16.28896	14.08429	12.75714	19.01349	27.49899	23.82456	23.9347	16.99761	13.09529	14.07776
12962	36	180120	1	20.9786	19.1905	16.90059	15.60192	13.98012	19.32074	29.35544	25.33615	25.85426	18.29157	13.79597	14.34115
12962	38	180120	1	21.54916	20.11197	17.6864	15.74864	15.08673	21.00043	32.05566	26.7034	27.61638	19.74262	14.00451	15.82228
12962	40	180120	1	23.52516	22.37311	19.97136	17.76245	15.35193	22.38287	34.12352	28.99211	28.43823	21.34867	15.04317	16.46907
12962	42	180120	1	25.56389	23.48727	21.40203	18.37287	17.06966	23.07347	37.57204	31.08649	30.9882	23.97331	15.82483	18.28774
12962	44	180120	1	27.43072	24.54338	23.03658	18.63387	18.77504	23.45687	39.61162	31.90293	32.91573	24.82377	15.94972	19.49685
12962	46	180120	1	29.32218	25.83156	24.17979	21.0123	20.4321	25.91846	41.22944	35.08859	34.88843	25.92558	17.19547	20.72108
12962	48	180120	1	30.96164	27.30972	25.01627	21.62211	22.04012	27.3193	43.01752	37.40437	38.38168	27.37251	17.49979	22.35332
12962	50	180120	1	33.72426	28.39602	27.13427	24.11879	23.515	29.31304	47.60196	39.58823	40.26849	29.11372	18.72689	23.84715
12962	52	180120	1	34.69838	29.40218	29.64063	24.83311	25.82323	31.73481	50.13248	42.69468	44.65449	29.32559	19.49439	24.71053
12962	54	180120	1	36.52599	31.54364	31.71367	26.17833	27.33836	33.71629	52.45787	44.44786	46.66031	32.95423	21.11823	26.12241
12962	56	180120	1	39.30077	32.75989	34.55079	29.32799	29.29231	36.15892	56.07915	47.77893	50.26302	34.26851	21.95229	28.18122
12962	58	180120	1	43.14114	34.80154	36.4958	31.15005	31.45675	38.3671	59.46362	50.17358	52.86453	35.50972	24.19211	30.40591
12962	60	180120	1	44.33784	37.24783	39.04633	32.56939	34.0055	41.0792	62.42641	53.86633	56.38199	37.37991	24.87603	31.8271
12962	62	180120	1	48.78518	39.37268	41.76637	34.40612	36.36072	43.25087	65.6208	58.05646	60.87832	39.25887	26.22439	33.45103
12962	64	180120	1	50.64197	41.65792	44.16457	36.55117	40.45818	47.51459	68.14103	60.53216	64.58358	41.31324	26.92189	34.56063
12962	66	180120	1	53.60605	43.44277	45.53388	38.10443	43.34573	48.88654	69.99628	63.83615	68.2942	42.60031	28.53473	36.01199
12962	68	180120	1	56.68744	46.52773	47.96481	40.96844	46.71087	51.46556	74.07051	67.36427	71.92413	45.07533	30.06651	37.936
12962	70	180120	1	60.69477	48.55309	51.95737	42.88869	50.26561	54.66595	76.59235	69.30156	74.35539	46.99932	31.67114	39.92937
12962	72	180120	1	63.78092	50.24678	54.60034	46.77036	53.13707	57.2994	78.90095	71.88291	76.61446	49.95222	34.3209	41.24698
12962	0	180310	2	12.9005	13.70424	13.44776	12.07929	15.30493	8.479396	8.308742	8.099407	8.443096	10.88449	8.881105	11.79128
12962	2	180310	2	14.83491	15.76381	15.44516	13.70351	17.58285	9.387605	9.777887	9.334038	10.29685	11.30854	9.874176	13.32857
12962	4	180310	2	14.59518	16.72379	16.39965	14.3386	18.89536	9.750183	10.62217	9.688259	10.74571	12.10177	10.21441	14.03739
12962	6	180310	2	16.62121	17.60264	18.56341	15.4844	19.69761	10.73472	11.10111	10.55068	10.69818	12.60582	10.8046	14.46262
12962	8	180310	2	17.62555	19.46089	18.57648	16.01534	19.87922	10.99297	12.53637	11.06215	11.40532	12.82693	11.17888	14.44766
12962	10	180310	2	18.80025	20.60897	20.26114	16.48655	21.63119	12.3175	13.19135	11.94895	12.59567	12.4034	11.81262	14.7717
12962	12	180310	2	20.85025	22.12359	22.13472	18.90566	23.2456	12.90665	14.2593	12.73009	13.64435	12.91024	11.86595	14.47941
12962	14	180310	2	22.77954	24.15426	23.71839	19.89576	25.01222	13.7254	14.98574	13.98337	14.59546	12.89708	12.71327	15.4205
12962	16	180310	2	24.92995	25.79181	25.80915	21.92076	27.79187	14.85259	16.57279	14.71067	15.29246	13.90248	12.77057	15.35605
12962	18	180310	2	25.75496	27.914	26.83942	23.74467	28.0698	16.0506	16.80561	15.99573	16.20859	15.02348	14.00624	16.33523
12962	20	180310	2	26.63617	29.72308	29.92677	24.85196	30.65818	17.30096	18.29306	16.68984	17.55819	15.74578	15.0098	17.59151
12962	22	180310	2	29.25398	32.75154	31.1631	26.87296	33.35943	18.65675	20.02197	18.34953	18.40669	16.38525	15.61512	18.40952
12962	24	180310	2	30.9224	35.11308	34.36394	28.47455	35.42039	19.55218	20.15052	19.39979	19.92685	17.66415	15.62075	19.58101
12962	26	180310	2	34.84489	36.83375	37.26117	31.14034	38.44129	21.87479	21.9258	21.26837	21.76676	18.8017	16.6974	20.6661
12962	28	180310	2	38.32297	40.50816	39.75732	34.14049	42.09038	22.9179	23.67795	23.06789	23.49731	19.98973	17.63266	22.48987
12962	30	180310	2	41.44358	44.08875	43.15401	37.54113	45.77993	25.67515	25.1813	25.39625	26.40718	22.19437	18.41791	23.12713
12962	32	180310	2	43.05104	48.03654	47.50583	40.1016	49.05516	26.87852	27.97216	26.65302	27.70194	23.64293	20.13469	24.94449
12962	34	180310	2	46.83228	50.65758	49.46893	43.99782	51.87832	30.43686	30.58724	28.89161	30.37715	24.31517	21.49169	27.09918
12962	36	180310	2	51.57719	54.46758	54.4045	46.56638	56.89145	32.85871	33.53614	30.69914	33.64981	25.40223	22.36367	28.33422
12962	38	180310	2	54.58344	58.02176	57.57944	49.47281	59.23225	34.91402	35.97548	32.94181	34.97053	26.00339	23.55268	29.77645
12962	40	180310	2	60.78617	62.12777	62.58453	52.39617	63.64965	37.1239	38.12986	36.06983	37.3662	28.05045	25.41189	31.48468
12962	42	180310	2	63.43737	66.59177	65.33908	56.42976	66.29836	39.67309	41.26247	40.28391	41.4292	30.33073	26.50589	32.15343
12962	44	180310	2	67.78603	70.63017	68.91133	60.51988	72.19398	42.96487	44.97433	43.10019	45.70828	32.51944	27.98505	34.61112
12962	46	180310	2	71.48898	73.06337	73.00922	64.04381	76.30307	47.16417	48.66704	44.89907	48.5949	33.28611	29.26789	36.08627
12962	48	180310	2	75.39693	77.31404	76.87025	68.25009	80.14854	49.75426	50.84841	49.90995	52.28969	35.34829	31.20475	37.72643
12962	50	180310	2	78.112	81.22791	81.52304	72.59016	84.32513	54.09894	53.93539	54.97831	56.40536	35.73031	32.87008	39.2562
12962	52	180310	2	81.95821	84.02511	84.3969	76.18123	87.36839	57.81192	57.84175	59.19079	58.4678	37.60854	35.01788	40.80815
12962	54	180310	2	84.3279	86.74805	86.91261	79.22311	90.22091	61.11689	60.82526	62.61039	63.4273	39.68017	36.31587	42.06599
12962	56	180310	2	87.63312	90.21783	89.04356	82.06583	92.84848	65.94895	65.57418	66.44537	67.6681	40.98528	38.11919	44.37176
12962	58	180310	2	91.13394	92.67632	91.78931	86.05122	95.48978	69.80798	69.33691	71.47842	73.65247	42.85003	40.74744	47.11733
12962	60	180310	2	93.3511	94.22802	94.22253	88.61358	96.87361	72.95151	72.80449	75.58343	76.99716	45.59897	42.0996	47.75976
12962	62	180310	2	95.13107	96.23286	95.85799	91.23994	97.55411	76.63052	76.3997	80.25469	81.11763	46.97523	44.13477	50.84866
12962	64	180310	2	96.91302	97.74646	97.11274	93.02533	98.62659	80.77847	79.71915	83.39127	85.2346	48.57915	46.49857	53.46689
12962	66	180310	2	97.09673	98.52014	98.67605	94.96774	99.22334	84.93727	82.85357	86.60123	88.72247	51.58123	48.42896	56.00294
12962	68	180310	2	97.67244	99.12307	99.13467	96.2186	99.68621	89.04713	85.5079	90.58366	91.44804	54.66285	50.49553	57.24107
12962	70	180310	2	98.33609	99.31994	99.34885	97.48521	99.79214	91.26042	88.32763	93.03976	94.27184	57.09144	53.13412	58.54747
12962	72	180310	2	98.84814	99.508	99.43053	98.12296	99.86066	93.72993	90.64197	95.27661	96.19353	58.55754	54.78942	61.66974
12962	0	180319	3	13.3497	16.72806	14.02257	17.23229	15.43176	14.34046	14.32499	12.37252	12.88765	13.02474	13.32891	13.7538
12962	2	180319	3	13.81455	18.51154	15.30551	17.90022	16.43986	15.64358	15.08053	12.41286	13.16896	13.77414	13.88832	13.904
12962	4	180319	3	14.75381	19.52641	16.5054	19.00188	17.61362	16.50986	15.32866	13.56701	13.48178	14.45768	14.54375	14.31531
12962	6	180319	3	15.56953	20.46308	17.29778	20.286	19.58091	18.127	16.01434	14.42087	14.04989	15.04618	14.72048	14.70466
12962	8	180319	3	16.55441	20.95967	18.42551	21.34128	20.15783	18.65461	17.47661	15.00031	15.0755	15.44091	14.86012	15.06455
12962	10	180319	3	17.98443	22.2634	19.44946	22.58976	21.18241	19.75001	18.95035	15.85347	15.45055	16.03652	15.12389	16.0763
12962	12	180319	3	18.92175	23.93528	20.98899	23.49859	22.58257	20.77607	19.82454	16.83552	16.63699	15.81537	15.63128	16.47021
12962	14	180319	3	20.71821	25.54912	21.94552	24.95448	23.19831	22.50154	21.57185	17.79015	17.82872	16.63682	17.01363	17.55028
12962	16	180319	3	21.51373	28.41681	23.50031	25.87688	24.37358	23.75911	22.57629	18.66527	18.74192	17.10326	17.14705	17.95151
12962	18	180319	3	22.55435	29.53117	24.48221	27.14454	26.41375	25.25254	23.7855	19.70283	18.91802	18.01565	17.93103	18.79834
12962	20	180319	3	24.02789	31.1023	26.41285	29.77036	27.83277	26.5436	25.33173	21.03894	19.39475	19.03103	18.87071	19.35744
12962	22	180319	3	26.22714	32.68069	28.22419	32.40639	29.5894	28.16478	26.6446	22.27868	20.64258	19.84426	19.25681	20.72408
12962	24	180319	3	28.02553	35.0669	30.27751	33.32124	31.38649	30.88614	27.57813	24.07759	22.53716	20.64814	20.02697	21.90341
12962	26	180319	3	30.00559	37.42646	32.12133	35.58213	34.47443	33.14638	29.64429	24.95841	24.78368	21.58798	21.13412	22.90267
12962	28	180319	3	32.29826	39.05539	35.0832	39.00222	37.08944	35.43855	31.89638	26.83929	27.36388	22.90349	22.2238	23.98073
12962	30	180319	3	34.63631	42.40385	37.33288	41.11088	40.08533	37.98408	34.33904	29.13382	28.617	24.69643	23.66903	24.93301
12962	32	180319	3	37.89061	45.65456	40.34697	44.81798	42.47087	40.77509	37.03094	30.7505	30.09173	26.10549	24.6953	26.63682
12962	34	180319	3	41.35344	48.54597	43.46935	47.1052	45.00712	43.03955	39.33352	32.81263	32.65643	27.43229	25.34337	27.92638
12962	36	180319	3	43.90708	51.48583	46.00333	50.33837	47.65034	45.98981	42.63908	34.53573	35.4198	29.68545	27.04585	29.67237
12962	38	180319	3	47.19228	54.97318	48.97028	53.33547	50.5388	49.44999	45.20561	36.91226	38.3381	31.60055	27.39065	30.91887
12962	40	180319	3	50.47489	59.19129	53.01828	57.57181	55.81762	53.39471	49.18829	39.88115	41.31026	33.22675	30.09525	32.6581
12962	42	180319	3	55.69666	63.68665	57.25763	61.71277	58.91023	56.59507	53.28083	43.14908	43.4638	35.57169	31.38458	34.79613
12962	44	180319	3	58.95924	67.88553	61.85493	65.63639	62.76185	60.44904	56.50137	45.86673	46.82233	36.72771	33.40163	36.51276
12962	46	180319	3	61.69583	71.07542	64.88819	68.58916	66.36829	63.32495	60.47374	50.22964	49.55237	38.07063	35.13002	37.3978
12962	48	180319	3	65.95234	74.44696	67.89485	72.59164	70.70818	67.12016	64.73571	53.30119	53.39145	40.72761	37.76423	39.59515
12962	50	180319	3	71.28632	77.46179	71.54691	75.9724	74.25481	70.25208	69.54439	56.20947	57.32203	43.88035	39.67321	41.14092
12962	52	180319	3	74.10944	80.09412	74.24088	78.37213	77.35352	74.42893	72.90797	59.83186	59.75667	44.99876	41.49237	43.43497
12962	54	180319	3	76.94412	82.32426	77.73946	82.6347	80.75188	78.36056	77.0437	63.66803	63.49316	48.90583	44.00797	45.63215
12962	56	180319	3	80.48889	85.36229	80.98837	85.98975	83.82547	81.89194	79.77192	66.66885	68.18002	51.18216	46.37635	47.29962
12962	58	180319	3	84.69987	87.28914	84.35955	89.57501	88.08626	84.56906	83.08406	69.52957	71.17978	53.14452	49.01093	49.50051
12962	60	180319	3	87.1107	89.22401	86.83839	91.7527	90.76262	86.64152	86.34514	73.08105	74.79964	55.19732	52.22797	51.14694
12962	62	180319	3	90.84932	91.54622	89.24587	92.4491	94.05206	88.97102	88.24286	76.47851	79.05425	57.4577	54.37165	54.51405
12962	64	180319	3	92.07285	92.92832	91.17975	94.90916	95.9185	91.15479	90.56026	79.14227	82.20929	61.29936	56.78511	56.69997
12962	66	180319	3	94.3829	94.84837	92.86111	96.85234	97.82271	92.84024	92.80249	81.58986	85.16144	63.66592	60.3913	59.14441
12962	68	180319	3	95.6422	96.16068	94.46548	97.82523	98.58459	94.23827	94.50421	83.94166	88.02731	65.53288	62.59093	61.16315
12962	70	180319	3	96.62962	97.15224	95.505	98.72405	99.17049	95.51958	95.18027	85.92444	90.90315	67.98656	65.22115	63.60104
12962	72	180319	3	97.77968	97.98341	96.73833	99.28512	99.59846	96.04781	96.88881	87.74167	93.09183	70.37581	67.07178	66.76962
12965	0	171204	1	4.671682	3.269058	5.155144	6.252174	4.867374	4.301158	4.28793	3.62518	3.659787	3.587948	4.384912	3.45874
12965	2	171204	1	5.076985	3.779738	5.744501	6.013622	5.095049	4.746076	4.439103	3.769618	3.876513	3.881589	4.674341	4.025578
12965	4	171204	1	5.39919	4.119487	6.212458	6.853692	5.506018	5.051633	5.062618	4.041467	4.260783	3.927042	4.899426	4.252942
12965	6	171204	1	5.858338	4.21267	6.598039	7.59567	6.14345	5.409656	5.337438	4.367644	4.562783	4.163041	5.10123	4.873383
12965	8	171204	1	6.477675	4.901012	7.38181	7.777652	6.74676	5.769991	5.860065	4.810248	4.852281	4.081979	5.529778	4.801095
12965	10	171204	1	6.996782	5.374841	7.660015	8.431181	7.07387	6.377825	6.347294	5.143781	4.99589	4.447357	5.667723	4.887993
12965	12	171204	1	7.408472	5.593364	8.339101	9.208769	7.405089	7.003481	6.611993	5.501527	5.460807	4.593246	6.07396	5.13463
12965	14	171204	1	8.254447	5.956048	9.034523	9.974476	7.660741	7.417281	7.113451	5.851811	5.725471	4.978275	6.309163	5.533128
12965	16	171204	1	9.184833	6.270101	9.784622	10.96945	8.725685	7.779481	7.73137	6.40739	6.011997	5.156561	7.21019	5.820243
12965	18	171204	1	9.633035	6.687285	11.38767	11.65375	9.515637	8.802706	8.91637	7.140666	6.704728	5.75842	7.63	6.308368
12965	20	171204	1	10.5409	7.733959	11.84471	12.71959	10.05333	9.294388	9.505621	7.651932	6.742789	6.110813	8.215385	6.224614
12965	22	171204	1	11.14853	8.044905	12.37529	13.76374	10.73166	9.84717	10.40112	8.388663	7.190021	6.490938	8.528819	6.888885
12965	24	171204	1	12.08095	8.835411	14.17737	14.45398	11.64121	10.48981	11.32194	9.205418	7.644956	7.343266	9.308239	7.464217
12965	26	171204	1	12.85236	9.734612	15.88524	15.97573	12.9022	11.23594	12.76398	9.983074	8.347633	7.721111	9.991398	7.740384
12965	28	171204	1	14.56088	10.64013	17.50594	18.29935	14.73119	12.71389	14.28973	11.08435	9.205936	8.559418	10.91184	8.415085
12965	30	171204	1	15.83862	11.74528	18.61516	20.54311	15.67553	13.3899	15.91615	11.30457	9.79512	8.877756	11.58975	8.730522
12965	32	171204	1	18.31828	12.50549	20.75821	22.60779	16.73446	13.87022	16.86895	12.79727	10.45258	8.966762	12.22491	9.71216
12965	34	171204	1	19.12899	13.87651	22.94181	24.99554	18.57651	15.18329	18.73667	13.91982	11.32619	10.02746	13.56263	10.23068
12965	36	171204	1	20.71594	15.71069	25.32071	26.18289	19.90312	16.27445	20.96516	15.6087	12.24891	10.72996	14.89469	11.01804
12965	38	171204	1	23.1941	16.60816	27.43279	29.12248	22.04893	17.58258	22.66185	17.27505	13.70068	11.08204	16.53286	11.67692
12965	40	171204	1	25.25751	18.24992	29.79667	30.67455	24.49247	19.5115	25.33036	17.9474	14.56237	12.3585	17.56472	12.26559
12965	42	171204	1	27.54023	19.5366	33.04258	35.14695	26.37938	20.30956	26.30388	20.37069	15.65536	12.6213	19.05625	12.92872
12965	44	171204	1	29.52723	21.70582	35.32249	36.77702	29.2563	22.19157	29.46755	22.06354	17.5489	14.48663	20.66282	14.47388
12965	46	171204	1	32.29806	24.55971	38.80029	40.12087	32.5793	24.40584	32.37453	24.47132	18.42479	15.29823	22.16975	15.90652
12965	48	171204	1	35.40599	26.98069	42.51746	45.83645	35.16544	27.52998	35.27927	26.55773	19.58924	16.56429	24.67441	15.67138
12965	50	171204	1	38.97972	29.983	45.62896	49.45682	38.40631	28.72534	38.88601	29.28534	21.11067	17.85791	26.84484	17.28248
12965	52	171204	1	41.3288	32.83056	48.80174	52.98667	42.87176	31.22295	41.20853	31.09204	22.99973	18.94534	29.18155	18.3373
12965	54	171204	1	46.91679	35.24464	53.80904	57.76423	47.30129	33.51767	46.52483	33.25117	24.63445	21.44251	32.01601	20.52636
12965	56	171204	1	49.14777	38.70271	57.4826	61.90828	51.93444	36.40862	49.43582	36.79273	26.67928	23.34728	33.53244	21.28796
12965	58	171204	1	54.43936	41.47591	61.61311	66.2357	57.30477	39.51691	53.42889	39.97568	29.16465	24.61798	36.73187	23.85472
12965	60	171204	1	59.68365	45.58206	66.40976	71.66154	61.55364	43.21395	55.51027	44.69112	31.9455	26.60373	40.5097	26.37291
12965	62	171204	1	63.815	48.74546	71.48447	74.9057	67.17207	47.75305	60.00072	47.55576	33.73107	28.95577	43.75957	28.44727
12965	64	171204	1	68.91842	51.90854	76.32402	78.59654	73.25595	52.74737	65.25652	52.33215	37.17489	30.67369	46.46722	31.00864
12965	66	171204	1	74.04221	54.92312	80.41055	80.99339	76.43268	55.53606	68.80687	55.15987	39.95324	33.30659	51.06269	33.03596
12965	68	171204	1	79.56752	58.87287	83.37129	85.41629	81.66881	59.30457	71.75287	59.19043	44.02737	36.25984	54.34893	35.42498
12965	70	171204	1	84.4437	63.49246	86.4642	88.58507	84.65027	64.27265	77.44968	63.74154	46.14783	39.36605	58.49261	37.32852
12965	72	171204	1	89.45158	68.32149	89.0921	92.88072	89.23993	67.9888	82.34355	67.23029	50.08131	43.20195	61.12858	40.77996
12965	0	171207	2	8.398057	12.07242	10.63805	9.895868	9.051586	11.66694	11.62073	9.136929	8.158364	10.46944	9.791009	9.58112
12965	2	171207	2	10.18222	12.97517	12.45911	10.90745	10.4474	13.48133	12.87843	10.73974	9.533496	11.68988	11.33237	10.72499
12965	4	171207	2	11.66394	14.21101	13.9535	11.96856	11.06833	14.16169	13.36555	11.47508	10.71103	12.05138	12.93052	11.84868
12965	6	171207	2	12.32396	15.68775	15.15569	13.11443	12.80017	15.33857	14.42839	12.36603	11.39565	12.99811	13.30598	11.99768
12965	8	171207	2	13.12458	16.60308	16.25511	14.62668	13.2816	16.79042	16.05085	13.07275	11.94183	14.10816	14.55394	12.52438
12965	10	171207	2	14.06709	18.29893	17.16715	15.48297	14.6101	18.21531	17.29325	13.76015	12.83651	14.783	15.50988	13.11584
12965	12	171207	2	15.26984	18.89848	19.00278	16.99429	15.79938	18.65274	18.78332	14.74335	13.98707	15.2696	16.15281	13.63326
